Customer_ID,Company_Name,Industry,Segment,Company_Revenue,ARR,Contract_Value,Product_Features_Used,Usage_Frequency,Data_Usage,License_Count,Last_Activity_Date,Engagement_Score,NPS_Score,Support_Requests,Average_Response_Time,Resolution_Time,Health_Score,Churn_Risk_Score,Renewal_Date,CSAT_Score,Customer_Feedback,Upsell_Opportunity,Referral_Count,Custom_Features,API_Calls,Churned,CSM,Days_since_last_activity,Contract_Start_Date,Contract_length
773,Company_773,Finance,Emerging,396052,145,3973,6,Monthly,2,6,2021-01-07,58.0,45,0,14,19.0,26.0,48,2038-09-29,67,Negative,False,3,1,4,False,CSM_Eme_8,724,2038-01-08,264
774,Company_774,Healthcare,Enterprise,574581,4656,18342,7,Weekly,1,11,2021-01-01,88.0,-57,1,10,17.0,98.0,15,2050-11-12,96,Positive,False,0,1,10,False,CSM_Ent_11,730,2048-12-01,711
775,Company_775,Healthcare,Mid-Market,1053414,4792,4983,6,Weekly,4,9,2021-01-02,75.0,-4,1,13,24.0,43.0,43,2036-03-17,43,Negative,False,0,2,9,False,CSM_Mid_22,729,2034-12-17,456
776,Company_776,Technology,Mid-Market,277308,8664,2981,6,Monthly,2,12,2021-01-07,20.5,19,2,11,32.024434788082296,29.0,6,2020-05-01,3,Neutral,False,1,2,5,True,CSM_Mid_6,724,2019-08-14,261
777,Company_777,Healthcare,Emerging,439709,3445,8787,1,Monthly,3,16,2021-01-04,56.0,-45,1,14,33.0,52.0,24,2048-05-05,43,Negative,True,2,1,14,False,CSM_Eme_15,727,2046-10-30,553
778,Company_778,Manufacturing,Mid-Market,242102,22082,1196,5,Monthly,6,8,2021-01-04,23.0,43,3,13,28.0,52.0,32,2028-08-31,18,Neutral,False,1,3,13,False,CSM_Mid_16,727,2026-11-02,668
779,Company_779,Education,Strategic,324655,88050,2674,0,Daily,2,5,2021-01-04,87.0,-31,2,8,32.0,95.0,18,2044-01-25,74,Neutral,False,1,0,7,False,CSM_Str_11,727,2042-09-15,497
780,Company_780,Technology,Strategic,2481865,10665,3751,5,Monthly,0,6,2021-01-02,67.0,99,1,11,26.0,83.0,50,2045-07-22,61,Neutral,False,3,0,8,False,CSM_Str_31,729,2044-07-28,359
781,Company_781,Healthcare,Mid-Market,196366,16554,3511,5,Weekly,12,9,2021-01-03,51.0,-49,2,16,27.0,56.0,61,2035-06-07,91,Neutral,True,3,0,8,False,CSM_Mid_20,728,2034-08-04,307
782,Company_782,Technology,Mid-Market,279990,9170,12689,5,Monthly,6,7,2021-01-01,92.0,-41,3,14,33.0,79.0,2,2028-08-06,25,Negative,True,1,3,10,False,CSM_Mid_26,730,2027-09-19,322
783,Company_783,Technology,Mid-Market,159510,14094,1731,9,Monthly,2,15,2021-01-03,10.0,3,2,8,21.0,53.0,77,2030-01-15,1,Negative,False,2,1,8,False,CSM_Mid_17,728,2029-04-21,269
784,Company_784,Education,Mid-Market,434876,19390,290,8,Monthly,1,8,2021-01-06,41.0,33,1,10,30.0,45.0,34,2043-11-21,93,Neutral,False,0,2,9,False,CSM_Mid_11,725,2042-02-26,633
785,Company_785,Manufacturing,Strategic,5304580,112025,12407,3,Weekly,1,7,2021-01-04,77.0,-37,0,11,16.0,92.0,70,2039-09-27,36,Positive,False,1,1,11,False,CSM_Str_10,727,2038-04-30,515
786,Company_786,Technology,Mid-Market,10336,4270,1223,3,Weekly,6,13,2021-01-06,98.0,-10,1,10,36.0,79.0,22,2038-05-29,1,Positive,True,1,2,8,False,CSM_Mid_14,725,2036-08-19,648
787,Company_787,Healthcare,Mid-Market,920426,1820,2382,8,Monthly,5,11,2021-01-04,10.0,80,2,5,25.0,71.0,31,2047-07-24,48,Negative,False,0,0,14,False,CSM_Mid_3,727,2045-10-27,635
788,Company_788,Finance,Enterprise,2358,29601,3784,8,Daily,1,7,2021-01-05,38.5,50,4,12,41.21997771018624,40.0,35,2020-05-02,88,Negative,False,0,1,8,True,CSM_Ent_32,726,2018-12-01,518
789,Company_789,Technology,Enterprise,271749,15030,18623,8,Daily,1,10,2021-01-01,71.0,31,1,9,24.0,78.0,17,2032-11-15,71,Neutral,False,2,2,7,False,CSM_Ent_25,730,2032-03-27,233
790,Company_790,Technology,Enterprise,110790,5334,3831,3,Daily,5,15,2021-01-07,52.0,18,3,9,23.0,96.0,42,2040-12-15,44,Positive,False,0,1,9,False,CSM_Ent_37,724,2040-03-26,264
791,Company_791,Education,Enterprise,849660,3735,2968,0,Daily,2,11,2021-01-07,39.0,-49,0,13,14.0,83.0,49,2037-11-17,56,Positive,False,0,1,7,False,CSM_Ent_35,724,2036-08-28,446
792,Company_792,Manufacturing,Mid-Market,20774,16370,4381,5,Daily,0,10,2021-01-02,92.0,-90,0,14,29.0,84.0,71,2047-11-09,33,Negative,False,0,1,9,False,CSM_Mid_8,729,2047-03-11,243
793,Company_793,Finance,Enterprise,483768,10719,17669,5,Weekly,0,12,2021-01-04,77.0,71,4,6,14.0,85.0,16,2027-04-25,47,Negative,False,0,1,8,False,CSM_Ent_17,727,2025-08-10,623
794,Company_794,Healthcare,Enterprise,209670,178872,8517,3,Weekly,10,5,2021-01-04,32.0,-75,3,14,16.0,96.0,55,2046-07-13,52,Neutral,False,0,3,4,False,CSM_Ent_36,727,2045-10-12,274
795,Company_795,Finance,Enterprise,86091,15621,925,9,Daily,0,6,2021-01-03,53.0,47,1,13,24.0,96.0,77,2044-09-27,30,Positive,False,1,4,6,False,CSM_Ent_10,728,2042-10-24,704
796,Company_796,Healthcare,Emerging,295522,2386,8129,11,Weekly,4,9,2021-01-01,68.0,-95,4,12,31.0,65.0,23,2024-09-03,20,Negative,False,0,0,8,False,CSM_Eme_18,730,2023-05-07,485
797,Company_797,Manufacturing,Emerging,49031,9911,9197,2,Daily,4,10,2021-01-06,5.0,83,1,19,21.0,57.0,79,2028-07-27,9,Negative,False,2,5,10,False,CSM_Eme_12,725,2027-06-28,395
798,Company_798,Healthcare,Enterprise,151908,8400,5867,5,Monthly,12,7,2021-01-07,19.0,72,1,12,15.0,98.0,97,2037-04-21,75,Neutral,False,0,1,12,False,CSM_Ent_32,724,2035-11-26,512
799,Company_799,Education,Mid-Market,128674,13626,5353,8,Daily,3,16,2021-01-05,33.0,1,4,0,22.0,45.0,77,2037-02-08,95,Negative,False,0,0,10,False,CSM_Mid_16,726,2036-04-10,304
800,Company_800,Education,Enterprise,530244,19764,2906,4,Weekly,2,17,2021-01-01,21.5,8,6,12,33.41148457474566,44.0,98,2020-05-03,21,Positive,False,1,0,10,True,CSM_Ent_7,730,2018-10-23,558
801,Company_801,Education,Mid-Market,431130,12086,5131,1,Monthly,10,11,2021-01-03,3.0,-55,3,20,24.0,83.0,72,2032-04-07,65,Positive,False,3,0,12,False,CSM_Mid_11,728,2031-10-04,186
802,Company_802,Education,Strategic,17755,79500,6688,6,Daily,3,4,2021-01-07,60.0,49,1,10,19.0,85.0,53,2039-04-02,78,Positive,True,0,2,3,False,CSM_Str_44,724,2038-04-29,338
803,Company_803,Finance,Mid-Market,110758,4882,655,9,Monthly,0,4,2021-01-02,28.0,-11,0,13,30.0,63.0,88,2026-08-21,32,Neutral,False,3,0,10,False,CSM_Mid_18,729,2025-08-24,362
804,Company_804,Manufacturing,Mid-Market,225528,46932,1487,6,Daily,3,5,2021-01-07,31.0,44,2,12,24.0,51.0,22,2031-07-19,53,Positive,False,1,1,11,False,CSM_Mid_7,724,2030-12-20,211
805,Company_805,Healthcare,Emerging,80686,15670,1078,4,Daily,4,13,2021-01-07,6.0,-10,1,7,37.988650341665384,10.0,11,2020-05-04,15,Positive,False,1,3,6,True,CSM_Eme_3,724,2019-01-23,467
806,Company_806,Healthcare,Enterprise,1293381,12153,9200,6,Weekly,2,11,2021-01-07,25.0,1,5,13,20.0,68.0,66,2040-11-16,41,Neutral,True,1,1,12,False,CSM_Ent_4,724,2038-12-17,700
807,Company_807,Education,Emerging,309959,1991,5697,5,Monthly,0,7,2021-01-03,17.0,-81,5,13,33.835124366202145,26.0,42,2020-05-05,70,Negative,False,0,0,11,True,CSM_Eme_1,728,2018-07-14,661
808,Company_808,Education,Emerging,196641,3278,2996,5,Monthly,3,11,2021-01-06,28.0,0,1,8,23.0,69.0,12,2035-06-18,65,Positive,False,3,1,13,False,CSM_Eme_14,725,2034-03-09,466
809,Company_809,Technology,Enterprise,247530,12132,8745,4,Monthly,1,8,2021-01-04,64.0,-71,2,9,24.0,82.0,87,2029-01-27,81,Positive,False,1,1,16,False,CSM_Ent_15,727,2028-07-23,188
810,Company_810,Manufacturing,Mid-Market,482486,16280,6307,7,Daily,4,10,2021-01-03,95.0,-63,2,14,30.0,70.0,26,2041-06-19,11,Negative,False,1,0,10,False,CSM_Mid_6,728,2040-10-22,240
811,Company_811,Finance,Enterprise,1113348,1422,12243,4,Monthly,1,8,2021-01-07,80.0,96,5,16,22.0,65.0,39,2051-03-03,1,Negative,True,2,0,12,False,CSM_Ent_6,724,2049-09-28,521
812,Company_812,Healthcare,Enterprise,542067,73725,399,2,Daily,5,15,2021-01-03,79.0,-40,3,14,26.0,94.0,92,2048-06-28,96,Positive,True,3,0,16,False,CSM_Ent_1,728,2046-11-02,604
813,Company_813,Technology,Enterprise,920769,3114,3558,4,Weekly,7,13,2021-01-07,70.0,42,3,12,23.0,90.0,54,2040-04-08,22,Neutral,True,1,0,9,False,CSM_Ent_33,724,2038-09-01,585
814,Company_814,Technology,Mid-Market,553088,6548,6133,5,Weekly,3,13,2021-01-05,66.0,-63,2,9,24.0,83.0,94,2045-05-01,14,Negative,False,0,1,8,False,CSM_Mid_18,726,2043-07-21,650
815,Company_815,Healthcare,Mid-Market,339206,2314,1162,2,Daily,1,9,2021-01-04,42.0,-70,2,22,24.0,78.0,6,2043-05-29,26,Positive,False,0,1,8,False,CSM_Mid_19,727,2042-06-05,358
816,Company_816,Finance,Emerging,74846,2966,1980,1,Weekly,3,12,2021-01-04,48.0,3,4,16,31.0,21.0,90,2038-04-20,19,Negative,False,2,2,6,False,CSM_Eme_1,727,2037-05-29,326
817,Company_817,Technology,Enterprise,821736,54543,2714,6,Monthly,0,16,2021-01-02,65.0,9,6,10,33.0,97.0,58,2039-11-10,83,Neutral,False,0,0,14,False,CSM_Ent_31,729,2038-09-14,422
818,Company_818,Technology,Emerging,46335,9549,7907,9,Daily,7,11,2021-01-05,53.0,44,1,14,15.0,52.0,94,2044-06-06,20,Neutral,False,2,1,12,False,CSM_Eme_18,726,2043-11-09,210
819,Company_819,Manufacturing,Enterprise,907080,7734,3401,7,Monthly,4,8,2021-01-04,38.0,-86,5,12,15.0,99.0,12,2027-01-16,74,Neutral,False,1,1,10,False,CSM_Ent_38,727,2026-07-10,190
820,Company_820,Finance,Emerging,326486,20538,3394,6,Daily,9,7,2021-01-02,45.0,-87,2,13,29.707710432958724,12.0,4,2020-05-06,57,Neutral,False,2,0,14,True,CSM_Eme_16,729,2018-05-30,707
821,Company_821,Technology,Mid-Market,690714,32260,2818,6,Weekly,3,11,2021-01-01,21.0,83,3,14,31.90065971995546,32.0,61,2020-05-07,36,Positive,False,0,1,9,True,CSM_Mid_8,730,2019-09-24,226
822,Company_822,Finance,Enterprise,384237,42027,1297,5,Monthly,2,15,2021-01-01,34.0,-41,1,22,28.0,75.0,80,2044-06-02,67,Positive,False,0,2,10,False,CSM_Ent_27,730,2043-09-10,266
823,Company_823,Healthcare,Emerging,42757,18814,12824,5,Weekly,3,9,2021-01-04,19.0,-81,0,10,15.0,44.0,84,2044-03-06,66,Negative,False,1,1,13,False,CSM_Eme_12,727,2043-02-05,395
824,Company_824,Education,Mid-Market,42020,19332,1912,5,Weekly,4,5,2021-01-03,18.0,17,1,11,24.0,43.0,61,2049-10-29,6,Negative,False,0,2,10,False,CSM_Mid_6,728,2049-01-31,271
825,Company_825,Technology,Mid-Market,544034,13920,4190,3,Monthly,1,11,2021-01-05,17.0,-55,4,12,40.44917661799738,25.5,97,2020-05-08,74,Positive,False,4,0,10,True,CSM_Mid_19,726,2018-12-23,502
826,Company_826,Manufacturing,Mid-Market,869540,9366,805,3,Weekly,11,9,2021-01-02,61.0,-60,1,9,19.0,61.0,78,2024-07-13,68,Neutral,False,3,1,7,False,CSM_Mid_25,729,2023-11-30,226
827,Company_827,Healthcare,Mid-Market,420888,5064,2847,8,Weekly,1,9,2021-01-02,38.0,92,4,10,39.46618144966327,27.0,42,2020-05-09,60,Positive,False,0,1,10,True,CSM_Mid_11,729,2019-04-29,376
828,Company_828,Finance,Mid-Market,62268,16302,11706,5,Monthly,2,6,2021-01-04,18.0,-88,0,12,27.0,65.0,34,2048-09-23,42,Negative,False,1,1,7,False,CSM_Mid_14,727,2047-08-19,401
829,Company_829,Healthcare,Emerging,546355,22026,26979,4,Monthly,3,8,2021-01-01,62.0,-57,0,11,26.0,37.0,17,2038-09-19,59,Positive,False,0,1,9,False,CSM_Eme_7,730,2036-12-11,647
830,Company_830,Technology,Strategic,4519175,45065,2245,2,Daily,5,8,2021-01-06,69.0,92,2,12,30.0,84.0,32,2025-07-13,17,Neutral,False,2,1,9,False,CSM_Str_37,725,2024-10-17,269
831,Company_831,Finance,Mid-Market,227224,50416,836,4,Monthly,0,12,2021-01-03,88.0,41,0,7,18.0,70.0,69,2028-01-19,53,Neutral,False,1,1,7,False,CSM_Mid_21,728,2026-09-29,477
832,Company_832,Education,Emerging,180687,4414,1887,10,Daily,3,7,2021-01-05,50.0,37,2,11,23.0,40.0,71,2048-09-21,2,Positive,False,1,0,11,False,CSM_Eme_10,726,2047-11-26,300
833,Company_833,Healthcare,Strategic,1501605,59390,1981,1,Monthly,2,9,2021-01-01,39.5,-15,4,12,46.350239831800636,45.0,26,2020-05-10,24,Positive,False,2,0,9,True,CSM_Str_48,730,2019-01-16,480
834,Company_834,Technology,Enterprise,799968,31380,5171,5,Monthly,0,8,2021-01-06,0.5,-42,2,11,33.9906181005963,36.0,79,2020-05-11,62,Positive,True,1,0,12,True,CSM_Ent_18,725,2019-04-28,379
835,Company_835,Manufacturing,Emerging,687078,11099,3427,2,Monthly,11,10,2021-01-07,34.0,-29,1,10,23.0,23.0,31,2033-02-09,78,Negative,False,0,1,13,False,CSM_Eme_7,724,2032-03-23,323
836,Company_836,Finance,Mid-Market,48814,20714,7315,3,Weekly,5,14,2021-01-05,89.0,-64,2,10,26.0,57.0,53,2032-11-19,59,Negative,False,1,2,8,False,CSM_Mid_15,726,2031-11-21,364
837,Company_837,Healthcare,Mid-Market,347690,5010,6041,4,Daily,2,4,2021-01-03,53.0,-8,6,13,29.0,70.0,51,2034-06-04,48,Neutral,False,1,3,13,False,CSM_Mid_4,728,2033-09-10,267
838,Company_838,Healthcare,Enterprise,706458,4650,1447,4,Monthly,4,7,2021-01-06,3.0,-45,1,7,26.0,70.0,61,2042-01-07,20,Positive,False,1,1,6,False,CSM_Ent_19,725,2040-04-04,643
839,Company_839,Education,Mid-Market,883268,76912,7668,8,Monthly,0,8,2021-01-02,10.0,-17,3,16,17.0,49.0,74,2031-12-15,1,Neutral,True,1,0,6,False,CSM_Mid_8,729,2031-02-19,299
840,Company_840,Education,Enterprise,1243404,1389,9401,3,Daily,0,8,2021-01-01,38.0,-94,0,11,30.0,99.0,64,2049-10-25,14,Neutral,True,0,2,6,False,CSM_Ent_5,730,2048-01-16,648
841,Company_841,Manufacturing,Mid-Market,1526680,12612,4561,2,Weekly,5,11,2021-01-06,88.0,-53,5,15,14.0,61.0,56,2032-01-25,74,Positive,True,1,1,9,False,CSM_Mid_18,725,2031-02-19,340
842,Company_842,Manufacturing,Emerging,143520,5535,13132,5,Monthly,3,11,2021-01-03,22.0,-48,1,9,19.0,29.0,45,2041-06-07,35,Negative,False,1,2,13,False,CSM_Eme_9,728,2039-07-21,687
843,Company_843,Technology,Enterprise,1065864,13389,7638,4,Daily,3,8,2021-01-03,90.0,41,2,12,17.0,92.0,1,2026-11-02,46,Positive,False,0,0,9,False,CSM_Ent_6,728,2024-12-04,698
844,Company_844,Technology,Mid-Market,222944,30462,4524,5,Monthly,3,4,2021-01-06,54.0,77,3,6,37.0,84.0,71,2038-11-15,72,Negative,False,1,0,10,False,CSM_Mid_10,725,2038-02-24,264
845,Company_845,Manufacturing,Emerging,109744,13678,11831,6,Monthly,6,6,2021-01-04,16.0,60,2,9,23.0,68.0,16,2041-05-15,63,Negative,True,1,0,12,False,CSM_Eme_4,727,2040-10-06,221
846,Company_846,Manufacturing,Mid-Market,116862,47124,4585,4,Weekly,8,12,2021-01-02,85.0,61,0,14,35.0,65.0,12,2035-04-15,62,Positive,False,0,0,7,False,CSM_Mid_9,729,2033-11-23,508
847,Company_847,Finance,Emerging,341010,5033,3682,6,Weekly,4,9,2021-01-06,54.0,88,5,12,26.0,42.0,35,2024-07-03,60,Neutral,True,2,1,5,False,CSM_Eme_15,725,2022-08-03,700
848,Company_848,Education,Mid-Market,1702230,16610,2202,6,Daily,5,10,2021-01-06,92.0,79,6,14,20.0,77.0,65,2044-06-17,6,Neutral,True,0,1,10,False,CSM_Mid_5,725,2043-05-14,400
849,Company_849,Technology,Emerging,59234,22284,10722,1,Monthly,3,10,2021-01-04,17.5,-4,1,12,25.053658885950497,22.5,35,2020-05-12,92,Neutral,False,0,2,12,True,CSM_Eme_10,727,2019-04-30,378
850,Company_850,Education,Strategic,57765,254545,654,2,Weekly,0,8,2021-01-01,93.0,-19,4,7,23.0,93.0,3,2039-07-15,77,Positive,False,1,2,5,False,CSM_Str_36,730,2037-11-15,607
851,Company_851,Education,Enterprise,1014201,104499,3207,2,Monthly,10,7,2021-01-02,25.5,-53,3,15,27.567667428354923,33.0,26,2020-05-13,80,Negative,False,2,2,10,True,CSM_Ent_10,729,2019-05-09,370
852,Company_852,Manufacturing,Enterprise,580911,37956,3854,3,Daily,2,14,2021-01-02,26.5,-83,4,11,34.7157454097444,41.5,62,2020-05-14,78,Positive,False,0,2,17,True,CSM_Ent_25,729,2019-04-15,395
853,Company_853,Finance,Mid-Market,1284548,3090,4045,5,Daily,3,12,2021-01-04,35.0,-89,3,10,28.0,65.0,52,2038-11-25,70,Neutral,False,2,0,14,False,CSM_Mid_25,727,2036-12-18,707
854,Company_854,Healthcare,Emerging,58134,234,5276,7,Daily,1,8,2021-01-07,6.5,0,2,11,26.05516677046608,22.0,40,2020-05-15,19,Positive,False,0,0,12,True,CSM_Eme_14,724,2019-10-19,209
855,Company_855,Finance,Mid-Market,29470,34884,3524,1,Weekly,10,18,2021-01-04,4.0,-23,2,13,30.0,63.0,83,2046-08-01,88,Positive,False,1,1,10,False,CSM_Mid_26,727,2045-02-25,522
856,Company_856,Finance,Mid-Market,271256,36768,1484,3,Daily,5,7,2021-01-06,66.0,17,2,10,19.0,77.0,59,2047-06-02,79,Positive,False,1,2,13,False,CSM_Mid_20,725,2046-03-05,454
857,Company_857,Education,Emerging,17868,13718,9722,3,Weekly,5,7,2021-01-05,81.0,-85,3,12,23.0,36.0,63,2034-05-21,22,Neutral,False,0,1,18,False,CSM_Eme_1,726,2033-09-09,254
858,Company_858,Finance,Mid-Market,121410,6566,5357,5,Weekly,1,11,2021-01-03,81.0,76,2,9,28.0,66.0,89,2044-03-13,84,Neutral,True,0,0,9,False,CSM_Mid_28,728,2043-07-23,234
859,Company_859,Technology,Mid-Market,53858,20422,9766,7,Weekly,2,7,2021-01-07,64.0,52,2,10,24.0,83.0,87,2034-07-16,86,Positive,False,2,1,6,False,CSM_Mid_15,724,2033-07-18,363
860,Company_860,Education,Mid-Market,101508,7602,1615,7,Weekly,6,13,2021-01-05,28.0,92,2,16,31.0,57.0,97,2036-04-13,94,Neutral,False,1,1,15,False,CSM_Mid_17,726,2035-08-08,249
861,Company_861,Technology,Mid-Market,44884,11980,5067,5,Daily,0,11,2021-01-06,58.0,6,1,15,8.0,54.0,11,2032-02-10,89,Negative,False,1,0,10,False,CSM_Mid_1,725,2030-05-28,623
862,Company_862,Healthcare,Strategic,3077070,24095,6261,6,Weekly,6,10,2021-01-06,61.0,-53,0,6,28.0,93.0,4,2031-09-03,91,Negative,False,0,2,9,False,CSM_Str_26,725,2030-08-09,390
863,Company_863,Education,Emerging,65301,24492,2417,6,Daily,4,9,2021-01-03,1.0,-12,3,11,38.20398681942955,31.0,76,2020-05-16,55,Neutral,True,1,0,12,True,CSM_Eme_5,728,2019-07-15,306
864,Company_864,Healthcare,Enterprise,352080,8001,8363,3,Weekly,4,8,2021-01-06,40.0,55,2,10,25.0,89.0,38,2034-06-02,78,Positive,False,1,0,8,False,CSM_Ent_17,725,2032-07-01,701
865,Company_865,Education,Strategic,2288795,43090,12,6,Monthly,6,14,2021-01-07,78.0,22,0,9,21.0,96.0,35,2035-11-24,34,Negative,True,1,1,6,False,CSM_Str_44,724,2035-01-03,325
866,Company_866,Manufacturing,Emerging,226219,4478,4518,5,Weekly,2,7,2021-01-04,25.0,91,2,6,28.0,63.0,78,2046-11-05,33,Positive,True,1,1,5,False,CSM_Eme_15,727,2044-11-24,711
867,Company_867,Finance,Mid-Market,384972,21756,4754,5,Monthly,10,7,2021-01-05,67.0,51,2,12,27.0,43.0,60,2028-09-15,86,Positive,False,1,0,10,False,CSM_Mid_20,726,2026-10-10,706
868,Company_868,Manufacturing,Mid-Market,489076,16628,3816,5,Daily,1,4,2021-01-05,14.0,-74,1,10,22.0,42.0,23,2034-08-28,61,Negative,False,0,3,8,False,CSM_Mid_13,726,2033-05-10,475
869,Company_869,Healthcare,Mid-Market,706020,51534,4971,5,Monthly,1,8,2021-01-02,36.0,53,2,12,30.0,78.0,58,2037-02-05,55,Neutral,True,1,2,12,False,CSM_Mid_9,729,2036-04-23,288
870,Company_870,Finance,Mid-Market,840410,2142,914,4,Daily,2,13,2021-01-05,24.0,-74,3,9,27.0,60.0,42,2038-08-01,69,Positive,False,1,0,10,False,CSM_Mid_6,726,2037-11-29,245
871,Company_871,Education,Enterprise,617406,7476,5772,11,Daily,2,15,2021-01-07,11.0,19,1,8,25.0,74.0,58,2030-07-17,21,Neutral,False,0,1,12,False,CSM_Ent_14,724,2029-07-26,356
872,Company_872,Finance,Mid-Market,882936,29078,2045,4,Monthly,7,9,2021-01-05,45.0,-77,4,9,32.66241507766248,22.0,5,2020-05-17,6,Neutral,False,2,0,11,True,CSM_Mid_11,726,2019-04-15,398
873,Company_873,Technology,Mid-Market,306628,9202,3007,8,Monthly,2,9,2021-01-06,5.0,-36,1,11,17.0,70.0,83,2042-06-17,76,Neutral,True,1,0,9,False,CSM_Mid_18,725,2041-08-14,307
874,Company_874,Finance,Emerging,64949,1812,2025,4,Weekly,2,8,2021-01-06,71.0,67,3,9,24.0,33.0,93,2029-05-16,21,Neutral,True,0,1,9,False,CSM_Eme_14,725,2028-11-06,191
875,Company_875,Technology,Mid-Market,848360,13996,3211,5,Daily,1,10,2021-01-07,76.0,69,3,5,28.0,48.0,82,2034-12-13,76,Positive,False,0,2,13,False,CSM_Mid_14,724,2033-08-06,494
876,Company_876,Finance,Emerging,155947,10559,4858,5,Daily,4,12,2021-01-07,27.5,13,2,14,38.40569180754641,11.0,42,2020-05-18,77,Positive,False,2,2,9,True,CSM_Eme_18,724,2019-02-12,461
877,Company_877,Technology,Strategic,2365925,2290,9111,6,Monthly,4,7,2021-01-01,28.5,95,8,16,26.52891653087599,46.5,65,2020-05-19,90,Neutral,False,2,0,13,True,CSM_Str_30,730,2018-10-19,578
878,Company_878,Healthcare,Mid-Market,16398,6894,3302,2,Weekly,5,9,2021-01-04,48.0,-33,5,10,41.23429497251528,43.5,73,2020-05-20,88,Positive,False,2,1,8,True,CSM_Mid_13,727,2019-09-07,256
879,Company_879,Manufacturing,Mid-Market,202676,33152,1952,6,Daily,2,10,2021-01-05,1.0,43,1,7,25.0,65.0,24,2051-03-15,34,Negative,True,0,2,9,False,CSM_Mid_19,726,2049-04-19,695
880,Company_880,Education,Emerging,590553,7344,3346,9,Weekly,2,3,2021-01-02,61.0,8,0,15,25.0,21.0,47,2046-09-29,94,Neutral,False,0,0,13,False,CSM_Eme_13,729,2045-01-22,615
881,Company_881,Finance,Strategic,287215,1800,5836,8,Weekly,1,17,2021-01-06,4.0,-17,1,16,15.0,84.0,77,2036-02-28,15,Negative,False,1,0,13,False,CSM_Str_35,725,2034-11-20,465
882,Company_882,Manufacturing,Mid-Market,1135738,6624,2128,5,Weekly,8,14,2021-01-01,65.0,65,2,15,24.0,53.0,82,2030-06-28,16,Positive,False,3,1,13,False,CSM_Mid_21,730,2029-12-11,199
883,Company_883,Education,Emerging,615399,10192,2674,9,Daily,2,11,2021-01-01,44.5,70,1,14,39.77486229328689,25.5,80,2020-05-21,16,Negative,False,1,0,16,True,CSM_Eme_1,730,2018-06-09,712
884,Company_884,Education,Enterprise,1282965,6669,4137,6,Weekly,4,6,2021-01-07,56.0,-4,1,15,19.0,78.0,27,2044-09-25,25,Negative,False,3,2,10,False,CSM_Ent_37,724,2043-12-12,288
885,Company_885,Technology,Emerging,165870,17567,1740,3,Weekly,2,6,2021-01-07,66.0,9,2,11,23.0,64.0,10,2035-02-22,55,Positive,False,2,2,6,False,CSM_Eme_9,724,2033-10-19,491
886,Company_886,Healthcare,Strategic,1041115,56435,1172,8,Monthly,8,15,2021-01-02,30.5,-20,10,14,29.56692905450187,44.5,32,2020-05-22,47,Neutral,False,1,3,10,True,CSM_Str_23,729,2019-09-13,252
887,Company_887,Healthcare,Emerging,407455,6374,756,3,Monthly,4,10,2021-01-04,21.0,-9,5,15,23.649071540521167,32.0,72,2020-05-23,74,Negative,False,1,1,12,True,CSM_Eme_15,727,2019-07-16,312
888,Company_888,Manufacturing,Emerging,299129,24724,2174,3,Weekly,5,7,2021-01-06,49.5,-74,6,9,30.743954804844556,21.5,20,2020-05-24,50,Neutral,False,2,1,11,True,CSM_Eme_16,725,2019-10-05,232
889,Company_889,Healthcare,Mid-Market,397802,9944,247,6,Weekly,7,11,2021-01-06,0.5,-84,3,12,37.338662359577974,42.0,4,2020-05-25,44,Positive,False,1,2,19,True,CSM_Mid_16,725,2019-01-21,490
890,Company_890,Finance,Mid-Market,1612758,5358,4379,6,Daily,1,11,2021-01-03,19.0,-28,2,9,23.0,43.0,17,2031-08-26,69,Negative,False,0,0,8,False,CSM_Mid_19,728,2030-03-29,515
891,Company_891,Healthcare,Strategic,1157330,54145,967,3,Weekly,0,11,2021-01-04,24.0,-99,1,12,27.0,88.0,63,2050-04-03,84,Neutral,False,0,3,10,False,CSM_Str_40,727,2049-02-04,423
892,Company_892,Manufacturing,Emerging,741669,8516,2369,3,Daily,3,11,2021-01-01,2.0,-70,2,18,19.0,46.0,18,2046-11-24,94,Neutral,False,2,2,5,False,CSM_Eme_1,730,2045-06-03,539
893,Company_893,Healthcare,Mid-Market,23640,8166,1568,7,Weekly,2,11,2021-01-03,79.0,5,3,10,10.0,49.0,61,2028-11-01,10,Negative,False,2,3,16,False,CSM_Mid_18,728,2026-11-27,705
894,Company_894,Finance,Strategic,149610,21050,4976,4,Monthly,4,11,2021-01-01,80.0,25,2,15,18.0,85.0,23,2034-03-14,33,Negative,False,0,1,10,False,CSM_Str_36,730,2032-05-23,660
895,Company_895,Technology,Mid-Market,240196,10156,9497,4,Daily,3,10,2021-01-02,49.0,-37,2,9,15.0,42.0,90,2025-06-30,78,Neutral,False,1,0,10,False,CSM_Mid_9,729,2023-12-24,554
896,Company_896,Manufacturing,Mid-Market,194374,6880,5016,7,Weekly,3,5,2021-01-06,23.0,8,4,15,34.210220130475136,30.0,2,2020-05-26,34,Neutral,False,1,1,8,True,CSM_Mid_17,725,2019-01-09,503
897,Company_897,Technology,Enterprise,915981,37161,3909,4,Weekly,7,6,2021-01-02,69.0,53,1,10,32.0,70.0,95,2035-01-10,5,Negative,True,2,0,5,False,CSM_Ent_23,729,2033-11-14,422
